RELEASE_YEAR,PROD_COMPANY_NAME,BUDGET,REVENUE,PROFIT,POPULARITY,N_ANIMATION,N_COMEDY,N_FAMILY,N_ADVENTURE,N_FANTASY,N_DRAMA,N_ROMANCE,N_ACTION,N_CRIME,N_THRILLER,N_HISTORY,N_SCIENCE_FICTION,N_MYSTERY,N_HORROR,N_WAR,N_FOREIGN,N_DOCUMENTARY,N_WESTERN,N_MUSIC,N_TV_MOVIE
1997,Dimension Films,138000000,421168072,283168072,9.983281,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
1997,Dino De Laurentiis Company,108000000,150477432,42477432,7.926621,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1997,Donner/Shuler-Donner Productions,300000000,547931336,247931336,14.261798,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1997,Douglas/Reuther Productions,320000000,982704584,662704584,11.467391,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1997,DreamWorks,76000000,244834778,168834778,6.456233,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,DreamWorks SKG,108000000,222000000,114000000,2.263584,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1997,Eon Productions,330000000,999033204,669033204,17.159576,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1997,Eric's Boy,49500000,203051967,153551967,11.749159,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1997,Esparza / Katz Productions,20000000,60000000,40000000,7.390306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Eureka Pictures,4000000,917630,-3082370,0.228526,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Feature Film Project,750000,1505454,755454,12.095262999999997,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1997,Fine Line Features,47000000,27537267,-19462733,5.0770555,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,First Independent Films,100000000,96338312,-3661688,9.37934,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,Fox Animation Studios,106000000,279608696,173608696,11.911173,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Fox Family Films,106000000,279608696,173608696,11.911173,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Fox Searchlight Pictures,20000000,12152447,-7847553,5.693895333333333,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,France 2 Cinéma,4000000,29456000,25456000,5.099557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Gaumont,450000000,1319600900,869600900,24.30526,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1997,Ghoulardi Film Company,15000000,43101594,28101594,7.595679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Goatworks Films,900,576,-324,0.29962,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Golar Productions,180000000,80019726,-99980274,11.335072000000002,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1997,Golden Harvest Company,38150859,56444160,18293301,6.183021,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1997,Good Machine,22000000,8955691,-13044309,2.5344680000000004,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Gracie Films,100000000,628356022,528356022,9.374049,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Great Oaks Entertainment,240000000,533931678,293931678,7.016942,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,Gruber Bros.,9000000,906612,-8093388,1.6312880000000003,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,Harold Greenberg Fund,750000,1505454,755454,12.095262999999997,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1997,Hiett Designs of Las Vegas,225000000,672036702,447036702,11.545982,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,Hollywood Pictures,250000000,154966926,-95033074,5.7992194999999995,0,1,0,0,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0
1997,Hughes Entertainment,64000000,158165030,94165030,8.04209,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Icon Entertainment International,110000000,13015820,-96984180,6.068664,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,Iguana Producciones,135000000,410657301,275657301,14.386089,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1997,Illusion Entertainment Group,19000000,6682098,-12317902,7.923639,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,Image Organization,5000000,15719109,10719109,5.215107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997,Imagine Entertainment,45000000,302710615,257710615,10.102471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Impact Pictures,180000000,80019726,-99980274,11.335072000000002,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1997,Ivory Way Productions,50000000,23676436,-26323564,10.323838,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1997,Jasmine Productions Inc.,40000000,55340520,15340520,4.305735,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1997,Jean Doumanian Productions,40000000,55340520,15340520,4.305735,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1997,Jerry Bruckheimer Films,225000000,672036702,447036702,11.545982,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,Jerry Weintraub Productions,25000000,36400360,11400360,9.304901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Jersey Films,144000000,50131108,-93868892,12.89312,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
1997,Konrad Pictures,48000000,344726602,296726602,11.264845,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1997,Kopelson Entertainment,228000000,611778640,383778640,10.920124,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1997,Kouf/Bigelow Productions,225000000,672036702,447036702,11.545982,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,Krane Entertainment,320000000,982704584,662704584,11.467391,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1997,Largo Entertainment,100000000,96338312,-3661688,9.37934,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,Las Producciones del Escorpion,5800000,736468,-5063532,8.842959,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,Lawrence Bender Productions,10000000,225933435,215933435,15.064833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Lawrence Gordon Productions,15000000,43101594,28101594,7.595679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Les Films Alain Sarde,5800000,736468,-5063532,8.842959,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,Les Productions Jacques Roitfeld,4000000,29456000,25456000,5.099557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Lightstorm Entertainment,600000000,5535102564,4935102564,26.88907,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,Lions Gate Films,6000000,6330054,330054,4.40959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Little Wolf Entertainment,106000000,279608696,173608696,11.911173,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Live Entertainment,5000000,15719109,10719109,5.215107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997,Lolita Productions,124000000,2120112,-121879888,10.618141,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Lost Highway Productions,45000000,11025603,-33974397,8.449722,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1997,Lucky Red,5800000,736468,-5063532,8.842959,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,M6 Films,4000000,29456000,25456000,5.099557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Mace Neufeld Productions,340000000,590316520,250316520,10.97633,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1997,Magnolia Films,40000000,55340520,15340520,4.305735,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1997,Malpaso Company,140000000,100421020,-39578980,5.145907,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1997,Malpaso Productions,150000000,150204930,204930,7.66124,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1997,Mandalay Entertainment,261000000,771131448,510131448,9.450325000000001,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
1997,Mark Johnson Productions,105000000,125864991,20864991,12.201954,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1997,Marubeni,420000000,739190944,319190944,9.661081285714285,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0
1997,Maven Entertainment,48000000,344726602,296726602,11.264845,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1997,Medusa Film,3000000,274647,-2725353,7.146514,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1997,Mel's Cite du Cinema,240000000,637321120,397321120,11.131917,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,Melampo Cinematografica,40000000,458800000,418800000,39.39497,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Metro-Goldwyn-Mayer (MGM),165000000,34398264,-130601736,5.304043,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,Middle Fork Productions,135000000,410657301,275657301,14.386089,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1997,Miramax Films,352250000,1874949408,1522699408,14.403600772727271,1,4,0,1,2,5,2,1,2,1,0,0,1,2,0,0,0,0,0,0
1997,Monarchy Enterprises B.V.,228000000,611778640,383778640,10.920124,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1997,Mutual Film Company,420000000,739190944,319190944,9.661081285714285,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0
1997,National Lottery,9000000,906612,-8093388,1.6312880000000003,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,New Amsterdam Entertainment,3000000,274647,-2725353,7.146514,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1997,New Deal Productions,60000000,26260698,-33739302,2.899809,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,New Line Cinema,498500000,1082156841,583656841,9.406274111111111,0,2,0,1,2,3,0,3,1,2,0,3,0,1,0,0,0,0,0,0
1997,New Regency Pictures,228000000,611778640,383778640,10.920124,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1997,Nibariki,79500000,478125924,398625924,17.166725,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Nippon Television Network (NTV),79500000,478125924,398625924,17.166725,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Ocelot Films Inc.,900,576,-324,0.29962,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,October Films,45000000,11025603,-33974397,8.449722,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1997,Odeon Films,750000,1505454,755454,12.095262999999997,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1997,Ontario Film Development Corporation,750000,1505454,755454,12.095262999999997,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1997,Orly Films,4000000,29456000,25456000,5.099557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Pacific Western,676000000,662181884,-13818116,5.979345599999999,0,0,0,2,0,0,0,2,0,3,0,0,2,1,0,0,0,0,0,0
1997,Panoramic Pictures,130000,1596,-128404,0.471913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,Paramount Pictures,2160000000,7928742827,5768742827,10.827155647058822,0,1,0,2,0,5,2,4,3,8,0,3,4,2,0,0,0,0,0,0
1997,Parkes+MacDonald Image Nation,360000000,2357562156,1997562156,15.781024,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1997,Pathé,124000000,2120112,-121879888,10.618141,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Permut Presentations,320000000,982704584,662704584,11.467391,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1997,Peters Entertainment,60000000,26260698,-33739302,2.899809,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,Phoenix Pictures,124000000,132547089,8547089,11.13237525,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1997,Pierre David,5000000,15719109,10719109,5.215107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997,Polar Productions,80000000,55207020,-24792980,4.827771,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,PolyGram Filmed Entertainment,723000000,1395974804,672974804,13.1492987,0,1,0,0,1,1,0,1,1,2,0,0,2,1,0,0,0,0,0,0
1997,Popaganda Films,150000000,328270944,178270944,14.825587,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1997,Pull Down Your Pants Pictures,240000000,527040252,287040252,11.366417,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1997,Q Productions,20000000,60000000,40000000,7.390306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Quincy Jones-David Salzman Entertainment,48000000,5059287,-42940713,2.890462,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1997,Radiant Productions,170000000,630312818,460312818,12.173291,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1997,Redwave Films,3500000,257850122,254350122,8.333322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Regency Enterprises,448000000,1171853420,723853420,8.912445666666667,0,1,0,0,0,2,0,1,2,3,0,0,2,1,0,0,0,0,0,0
1997,Reperage & Vanguard Films,210000000,394373046,184373046,11.483493000000001,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,Runway Pictures Inc,225000000,672036702,447036702,11.545982,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,Rysher Entertainment,817000000,975216654,158216654,8.697970722222225,0,1,0,2,0,2,1,3,2,4,0,1,2,0,0,0,0,0,0,0
1997,Saban Entertainment,60000000,107878434,47878434,5.436745000000001,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1997,Scott Free Productions,100000000,96338312,-3661688,9.37934,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,Seagal/Nasso Productions,240000000,64000000,-176000000,7.83099,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,Sheinberg Productions,35000000,31611225,-3388775,8.412203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Silver Pictures,300000000,547931336,247931336,14.261798,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1997,Skylight Cinema Foto Art,135000000,410657301,275657301,14.386089,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1997,Sociedad General de Televisión (Sogetel),5800000,736468,-5063532,8.842959,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,South Side Amusement Company,270000000,513360987,243360987,14.374866000000003,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1997,Spelling Films,108000000,150477432,42477432,7.926621,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1997,St. Tropez Films,135000000,410657301,275657301,14.386089,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1997,Stardust International,3000000,274647,-2725353,7.146514,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1997,Steve White Entertainment,28000000,322003396,294003396,1.36737,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,Studio Ghibli,79500000,478125924,398625924,17.166725,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Studio Trite,70000000,1583660,-68416340,5.660835,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Summer Knowledge LLC,51000000,376758402,325758402,7.417157,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1997,Sunday Productions,900,576,-324,0.29962,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Sweetland Films,40000000,55340520,15340520,4.305735,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1997,Taurus Film,228000000,611778640,383778640,10.920124,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1997,Taurus Films,80000000,55207020,-24792980,4.827771,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,Tele München Fernseh Produktionsgesellschaft (TMG),420000000,739190944,319190944,9.661081285714285,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0
1997,The Big Gun Project,106000000,279608696,173608696,11.911173,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,The Bubble Factory,147000000,64991449,-82008551,4.3663358,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,The Institute for the Intellectual Development of Children & Young Adults,540000,2700000,2160000,7.523517000000001,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Threshold Entertainment,90000000,154130583,64130583,6.532498,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1997,Tig Productions,160000000,35252468,-124747532,6.537407,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Tiger Aspect Productions,18000000,251212670,233212670,12.799853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Todd McFarlane Entertainment,240000000,527040252,287040252,11.366417,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1997,Toei Company,60000000,107878434,47878434,5.436745000000001,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1997,Toho-Towa,420000000,739190944,319190944,9.661081285714285,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0
1997,Tomboy Films,9000000,906612,-8093388,1.6312880000000003,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,Touchstone Pictures,1316000000,2321221398,1005221398,11.162075190476191,0,1,0,2,0,2,0,5,4,5,0,2,0,0,0,0,0,0,0,0
1997,Trap-Two-Zero Productions,100000000,96338312,-3661688,9.37934,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,TriStar Pictures,911000000,2232028777,1321028777,11.2008685,0,2,0,2,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0
1997,Tribeca Productions,30000000,128513026,98513026,7.603652,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Turner Feature Animation,128000000,14266548,-113733452,3.406836,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997,Twentieth Century Fox Film Corporation,1561500000,7406793074,5845293074,11.398218136363637,1,3,3,2,1,1,2,3,0,3,0,2,0,1,0,0,0,0,0,0
1997,Téléfilm Canada,750000,1505454,755454,12.095262999999997,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1997,UGC PH,240000000,637321120,397321120,11.131917,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1997,Universal Pictures,1179000000,2328499860,1149499860,6.507807736842105,0,3,1,4,1,0,0,3,1,3,0,1,1,1,0,0,0,0,0,0
1997,Vertigo,4000000,29456000,25456000,5.099557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Viacom Canada,750000,1505454,755454,12.095262999999997,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1997,View Askew Productions,750000,36063816,35313816,12.311563999999999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Village Roadshow Entertainment,1573350,1723578,150228,4.337545,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,WCG Entertainment Productions,320000000,982704584,662704584,11.467391,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1997,Walt Disney Pictures,759000000,2119637781,1360637781,11.130364499999999,1,3,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,Warner Bros.,2286000000,3248369171,962369171,8.675506999999998,0,2,0,3,1,9,1,6,5,7,1,2,5,1,0,0,0,0,0,0
1997,Warner Bros. Pictures,128000000,14266548,-113733452,3.406836,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997,Winchester Multimedia PLC,9000000,906612,-8093388,1.6312880000000003,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,Wolper Organization,140000000,504867760,364867760,10.989442,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1997,Woods Entertainment,45000000,134586561,89586561,9.15931,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1997,Working Dog,1573350,1723578,150228,4.337545,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Working Title Films,18000000,251212670,233212670,12.799853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Yash Raj Films,3900000,33000000,29100000,2.161941,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Yorktown Productions,35000000,31611225,-3388775,8.412203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,4 Kids Entertainment,30000000,163644662,133644662,7.556826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,40 Acres & A Mule Filmworks,25000000,21567853,-3432147,13.06943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Amblin Entertainment,600000000,2219512508,1619512508,13.816715400000001,0,1,0,2,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0
1998,Amen Ra Films,90000000,262367060,172367060,15.043454,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1998,Art Linson Productions,75000000,166482198,91482198,9.941228,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Artisan Entertainment,3500000,9247881,5747881,0.556435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Atlas Entertainment,165000000,596055342,431055342,8.228219,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Ballpark Productions Partnership,90000000,29695236,-60304764,10.432293,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1998,Baltimore Pictures,120000000,44429948,-75570052,3.51581675,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,Beacon Communications,45000000,52522104,7522104,11.054751000000001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1998,"Bedford Falls Company, The",280000000,466691648,186691648,9.019114,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1998,Bedford Falls Productions,50000000,578635588,528635588,13.813155,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1998,Behavioral Problem Productions Ltd.,45000000,52522104,7522104,11.054751000000001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1998,Bill Plympton Studios,750,609,-141,0.817002,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Blue Wolf,100000000,404585804,304585804,12.52181,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,British Broadcasting Corporation (BBC) Television,70000000,19870567,-50129433,6.363405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1998,Bungalow 78 Productions,100000000,404585804,304585804,12.52181,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Calimari Productions,180000000,44812104,-135187896,6.922458,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1998,Canal+ Droits Audiovisuels,28000000,145055190,117055190,6.081401,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1998,Caravan Pictures,340000000,710760245,370760245,11.6073,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1998,Castle Rock Entertainment,20000000,7921352,-12078648,3.621052,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1998,Centropolis Film Productions,390000000,1137042882,747042882,11.295121,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1998,Channel Four Films,150000000,211778324,61778324,7.6802652857142855,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0
1998,Chinarunn Entertainment Inc.,4280000,2280000,-2000000,0.170074,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1998,Cinergi Pictures Entertainment,190000000,44857883,-145142117,5.828585599999999,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1998,City Light Films,270000000,428820300,158820300,14.026744,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,Cobra Film Department,40000,600000,560000,0.732884,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1998,Columbia Pictures,225000000,196821381,-28178619,8.7249895,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1998,Columbia Pictures Corporation,140000000,84741068,-55258932,6.5029695,0,1,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0
1998,Constant c Productions,75000000,13100000,-61900000,7.124735,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
