RELEASE_YEAR,GENRE,BUDGET,REVENUE,PROFIT,POPULARITY
1981,Drama,191048740,533978893,342930153,108.261812
1981,Family,42048740,116368006,74319266,29.171070999999998
1981,Fantasy,49000000,132535359,83535359,29.529089
1981,History,54500000,196095563,141595563,28.590874
1981,Horror,47450000,152351239,104901239,76.148843
1981,Music,27000000,11199901,-15800099,8.334823
1981,Mystery,36750000,12755730,-23994270,16.346142
1981,Romance,71848740,177684631,105835891,37.344317999999994
1981,Science Fiction,33100000,148811584,115711584,48.648858
1981,Thriller,122100000,364016824,241916824,80.38076200000002
1981,War,17000000,96740000,79740000,16.24996
1981,Western,18000000,2945600,-15054400,1.38292
1982,Action,108000000,598945689,490945689,89.985761
1982,Adventure,96500000,1236883084,1140383084,80.890684
1982,Animation,7000000,14665733,7665733,10.812275
1982,Comedy,183550000,479711929,296161929,82.93689400000001
1982,Crime,14000000,123868508,109868508,23.262124
1982,Documentary,5000000,2091037,-2908963,1.629796
1982,Drama,187550000,653472557,465922557,212.42370499999996
1982,Family,84200000,900520961,816320961,56.753586
1982,Fantasy,64500000,987454325,922954325,68.17255699999998
1982,History,22000000,77737889,55737889,12.383755
1982,Horror,65500000,239627151,174127151,56.544470000000004
1982,Music,75200000,94474686,19274686,29.973278
1982,Mystery,17500000,34029760,16529760,22.897868000000003
1982,Romance,55700000,244384556,188684556,54.747217
1982,Science Fiction,109300000,1081122048,971822048,174.44075
1982,Thriller,115500000,505077010,389577010,161.30718000000002
1982,War,21000000,126530561,105530561,28.072453
1982,Western,3500000,20659423,17159423,3.382894
1983,Action,269350000,1270075504,1000725504,114.224345
1983,Adventure,201850000,1092964116,891114116,74.37474399999999
1983,Animation,4200000,21760883,17560883,20.214106
1983,Comedy,144950000,362985390,218035390,70.544601
1983,Crime,109520000,235933083,126413083,63.39363900000001
1983,Drama,153020000,405008088,251988088,92.61368700000001
1983,Family,3000000,21000000,18000000,11.742804
1983,Fantasy,96200000,128237973,32037973,37.756487
1983,History,27000000,21500000,-5500000,14.902397
1983,Horror,67397000,217692364,150295364,63.860389
1983,Music,38000000,188213873,150213873,17.341926
1983,Mystery,30377000,53106512,22729512,20.220243999999997
1983,Romance,74550000,345225906,270675906,54.078458000000005
1983,Science Fiction,164002000,852294854,688292854,98.845287
1983,Thriller,238945000,842926760,603981760,132.827768
1983,Western,5000000,12232628,7232628,5.839893
1984,Action,337600000,1266468160,928868160,161.55359099999998
1984,Adventure,248500000,788510683,540010683,123.609535
1984,Animation,1000000,3301446,2301446,11.267366
1984,Comedy,212000000,1301712414,1089712414,144.01346100000004
1984,Crime,123000000,548303927,425303927,56.382893
1984,Documentary,1200000,4978922,3778922,2.359569
1984,Drama,282346964,553166823,270819859,188.09734099999997
1984,Family,35200000,100194210,64994210,24.629911
1984,Fantasy,171800000,727732115,555932115,117.18373399999997
1984,History,77400000,123874435,46474435,59.716798
1984,Horror,53950000,309183021,255233021,82.74728200000001
1984,Music,109600000,244134543,134534543,65.079799
1984,Mystery,16000000,30623287,14623287,21.856156
1984,Romance,144900000,408506497,263606497,74.158686
1984,Science Fiction,197150000,338481403,141331403,92.639195
1984,Thriller,113500000,364677946,251177946,103.507641
1984,War,21900000,79334049,57434049,29.720810999999998
1985,Action,229115523,751307653,522192130,155.06089599999999
1985,Adventure,397115523,1263463360,866347837,194.928491
1985,Animation,40000000,24649492,-15350508,10.539499
1985,Comedy,255760000,937751412,681991412,176.938615
1985,Crime,68000000,178616515,110616515,44.408202
1985,Drama,278510000,829253628,550743628,146.76882100000003
1985,Family,153000000,490701916,337701916,63.941752
1985,Fantasy,177900000,96242214,-81657786,58.388044
1985,History,39500000,4428227,-35071773,15.056234
1985,Horror,25800000,137112282,111312282,56.337875
1985,Mystery,23000000,74256885,51256885,13.760494999999999
1985,Romance,139810000,284681679,144871679,59.960277000000005
1985,Science Fiction,165705523,502617941,336912418,84.299384
1985,Thriller,173100000,676898429,503798429,118.01734800000001
1985,War,74410000,311514453,237104453,23.840812
1986,Action,204900113,1022119467,817219354,175.773984
1986,Adventure,211500113,798854930,587354817,112.350882
1986,Animation,29000000,129017199,100017199,29.871649999999995
1986,Comedy,290300000,910348812,620048812,144.371592
1986,Crime,80400000,120802942,40402942,61.790099
1986,Drama,204900113,744544278,539644165,170.763574
1986,Family,75000113,289306711,214306598,58.255390000000006
1986,Fantasy,126600000,115687347,-10912653,76.961418
1986,History,24500000,17218023,-7281977,11.241995
1986,Horror,150400000,410853919,260453919,125.543218
1986,Music,29000000,41574918,12574918,13.090761
1986,Mystery,41000000,110107948,69107948,31.054924000000003
1986,Romance,87700113,601888038,514187925,72.75982099999999
1986,Science Fiction,168700000,450634206,281934206,99.68171299999999
1986,Thriller,116000000,377278893,261278893,85.62762999999998
1986,War,36000000,538085183,502085183,45.898003
1987,Action,317000000,980840383,663840383,139.99949900000001
1987,Adventure,221200000,548940588,327740588,93.730821
1987,Animation,8000000,3261638,-4738362,0.743274
1987,Comedy,304830006,1173862316,869032310,197.579362
1987,Crime,158000001,732316691,574316690,88.426073
1987,Drama,304800001,1146950102,842150101,197.33573700000002
1987,Family,36000000,91552667,55552667,36.266434
1987,Fantasy,69300000,106108414,36808414,63.292761999999996
1987,History,88800000,142750423,53950423,34.159391
1987,Horror,68950000,468340990,399390990,92.631022
1987,Music,12500000,268169690,255669690,20.520656
1987,Mystery,43200000,340489575,297289575,28.062407
1987,Romance,138180007,804769215,666589208,123.27747500000001
1987,Science Fiction,141700000,267897496,126197496,75.497929
1987,Thriller,235000000,1038319957,803319957,134.881447
1987,War,65000000,192518742,127518742,33.185668
1987,Western,5800000,257043,-5542957,1.799311
1988,Action,294514000,611419101,316905101,147.26272500000002
1988,Adventure,219430000,464666238,245236238,80.813659
1988,Animation,130300000,490933574,360633574,52.150384
1988,Comedy,516414000,1772506560,1256092560,255.64281599999995
1988,Crime,264800000,774136732,509336732,160.946101
1988,Documentary,2500000,589244,-1910756,2.726061
1988,Drama,353500000,1266305550,912805550,223.95869
1988,Family,159300000,696254500,536954500,67.12357499999999
1988,Fantasy,158130000,570837976,412707976,59.648649000000006
1988,History,16000000,4192440,-11807560,2.549325
1988,Horror,126710000,274883229,148173229,182.76467699999995
1988,Music,12500000,4505547,-7994453,14.235738
1988,Mystery,48000000,29474437,-18525563,21.458487
1988,Romance,192884000,890421676,697537676,90.26297400000001
1988,Science Fiction,109210000,113308384,4098384,106.758082
1988,Thriller,267600000,693470570,425870570,215.12441400000003
1988,War,79000000,193208051,114208051,14.174191
1988,Western,13000000,44726644,31726644,9.905174
1989,Action,428000000,1742044534,1314044534,138.61566200000001
1989,Adventure,438900000,1766424260,1327524260,154.57129100000003
1989,Animation,60700000,267572876,206872876,36.785802000000004
1989,Comedy,483345760,2284309509,1800963749,236.747558
1989,Crime,203545760,647690168,444144408,107.36856
1989,Documentary,160000,6706368,6546368,4.877009
1989,Drama,374245180,1269672004,895426824,206.529141
1989,Family,158800000,906609089,747809089,70.78389899999999
1989,Fantasy,130700000,746945103,616245103,66.51000499999999
1989,History,22660000,25377685,2717685,12.312697
1989,Horror,87500000,181966393,94466393,67.823733
1989,Mystery,27045760,146030473,118984713,20.159191
1989,Romance,114500000,501662215,387162215,58.051897
1989,Science Fiction,210500000,782425786,571925786,92.42123500000001
1989,Thriller,318500000,798545149,480045149,140.92646100000002
1989,War,70500000,208922297,138422297,30.203904
1990,Action,471000000,1560178963,1089178963,183.21971699999997
1990,Adventure,407431000,1704385196,1296954196,115.089754
1990,Animation,37931000,47431461,9500461,1.562471
1990,Comedy,469000000,2152799825,1683799825,135.157713
1990,Crime,399931000,932499112,532568112,145.75525900000002
1990,Documentary,500000,3779620,3279620,4.101295
1990,Drama,630000000,2085231416,1455231416,247.290188
1990,Family,144431000,1002296959,857865959,37.580871
1990,Fantasy,196431000,703763515,507332515,68.68137
1990,Horror,206200000,346673083,140473083,118.37137299999998
1990,Music,11000000,8266343,-2733657,8.290384
1990,Mystery,142500000,805130362,662630362,51.326072
1990,Romance,205000000,1105090482,900090482,81.40918500000001
1990,Science Fiction,269700000,969386905,699686905,115.304533
1990,Thriller,543200000,2045516321,1502316321,236.78229400000004
1990,Western,22000000,424208848,402208848,11.654349
1991,Action,688000000,1656877824,968877824,221.367376
1991,Adventure,391000000,1216811734,825811734,117.163297
1991,Animation,43000000,389007938,346007938,27.035542
1991,Comedy,631316000,1474674928,843358928,216.37109200000006
1991,Crime,333010000,1277840856,944830856,124.933212
1991,Documentary,4,29,25,1.325299
1991,Drama,596677401,1690338050,1093660649,228.68525799999995
1991,Family,279788000,945927863,666139863,98.99043499999999
1991,Fantasy,229788000,922788681,693000681,92.79726199999999
1991,History,40000000,205405498,165405498,13.813146
1991,Horror,54250000,247544238,193294238,50.96288
1991,Music,127200004,448120366,320920362,48.981132
1991,Mystery,115237401,190098986,74861585,27.129727000000003
1991,Romance,202018000,528248463,326230463,53.073996
1991,Science Fiction,261250000,779993629,518743629,78.48967400000001
1991,Thriller,612500000,2050581959,1438081959,236.370547
1991,War,26000000,181096164,155096164,11.026793
1991,Western,27000000,179033791,152033791,7.334686
1992,Action,523120007,1763765841,1240645834,191.821658
1992,Adventure,307000000,1530500724,1223500724,110.97632
1992,Animation,58000000,518160808,460160808,28.139314
1992,Comedy,592400030,2213089460,1620689430,215.89278299999998
1992,Crime,195525545,1118691657,923166112,116.42013399999999
1992,Drama,608985541,1624520318,1015534777,217.422851
1992,Family,120000000,994974786,874974786,53.532299
1992,Fantasy,258000000,972277892,714277892,73.942721
1992,History,121000000,130867163,9867163,41.054587
1992,Horror,141000007,517194102,376194095,97.363057
1992,Music,76000000,764309213,688309213,38.816443
1992,Mystery,122500000,404517421,282017421,41.131676999999996
1992,Romance,246835571,1535132701,1288297130,99.63501999999998
1992,Science Fiction,148000007,271634176,123634169,51.462261999999996
1992,Thriller,334725545,1911698520,1576972975,198.733547
1992,War,45000000,88040817,43040817,21.775345
1992,Western,74000000,296941287,222941287,18.414902
1993,Action,606600000,1618355668,1011755668,200.365785
1993,Adventure,517600000,2146490125,1628890125,125.216313
1993,Animation,37000000,87833852,50833852,28.166243
1993,Comedy,575500000,1720500099,1145000099,223.64969399999998
1993,Crime,420000000,1275822794,855822794,156.664805
1993,Drama,842685552,3184272968,2341587416,345.43092299999995
1993,Family,333000000,1160181164,827181164,98.166286
1993,Fantasy,236600000,404328108,167728108,76.522135
1993,History,117000000,401364391,284364391,63.398301000000004
1993,Horror,78685552,121479653,42794101,75.45137700000001
1993,Music,57000000,59439023,2439023,14.405062999999998
1993,Mystery,219385552,1053010433,833624881,69.58361799999999
1993,Romance,211900000,565488844,353588844,122.37272
1993,Science Fiction,190000000,1147066638,957066638,59.836761
1993,Thriller,597285552,1867238444,1269952892,222.23735299999996
1993,War,47000000,455118392,408118392,55.207494000000004
1993,Western,60000000,75140685,15140685,15.991655999999999
1994,Action,863600000,2166153858,1302553858,207.05627399999997
1994,Adventure,314400000,1018227120,703827120,104.95779
1994,Animation,158000000,823128991,665128991,55.420512
1994,Comedy,659907000,2633974507,1974067507,267.730054
1994,Crime,411400000,1718954354,1307554354,338.49468899999994
1994,Documentary,700000,7830611,7130611,9.47666
1994,Drama,808300000,3160687358,2352387358,351.8363880000001
1994,Family,345580000,1427167555,1081587555,95.274609
1994,Fantasy,254000000,1108166280,854166280,113.56982
1994,History,18000000,5887457,-12112543,11.720358
1994,Horror,142600000,372974893,230374893,60.16841000000001
1994,Mystery,207000000,488791201,281791201,73.945402
1994,Romance,499000000,2192754884,1693754884,168.113847
1994,Science Fiction,289500000,646506939,357006939,85.331244
1994,Thriller,815000000,2132247593,1317247593,383.026809
1994,War,70000000,184971207,114971207,17.184204
1994,Western,63000000,25052000,-37948000,9.277147
1995,Action,1443000050,3300029325,1857029275,328.18997499999995
1995,Adventure,826000000,1964456771,1138456771,160.40279600000002
1995,Animation,113000000,723617718,610617718,37.531998
1995,Comedy,598600006,2153144003,1554543997,299.686553
1995,Crime,621419413,1778845533,1157426120,221.95903399999995
1995,Drama,1258769413,3466538741,2207769328,448.41552099999996
1995,Family,301500000,1653297034,1351797034,101.716745
1995,Fantasy,341000008,1356673053,1015673045,113.509175
1995,Foreign,2,1,-1,2.466066
1995,History,166000000,234064172,68064172,32.599267999999995
1995,Horror,80000008,166072638,86072630,57.138801
1995,Mystery,236500000,797865875,561365875,71.943692
1995,Romance,498500006,1140977199,642477193,200.73586999999998
1995,Science Fiction,429500000,866257247,436757247,120.24689000000001
1995,Thriller,988819423,2724620943,1735801520,329.81424699999997
1995,War,107000000,225000000,118000000,22.445916999999998
1995,Western,32000000,18552460,-13447540,7.54701
1996,Action,1238800000,3755642955,2516842955,256.398321
1996,Adventure,871530012,3044560393,2173030381,186.48405899999997
1996,Animation,218000000,379260115,161260115,37.825873
1996,Comedy,913500012,2044262130,1130762118,254.0976349999999
1996,Crime,443100000,1032300789,589200789,168.535046
1996,Drama,1659662063,3763797047,2104134984,466.816253
1996,Family,448530012,933456976,484926964,80.31615
1996,Fantasy,450000012,926130293,476130281,122.811797
1996,History,60962051,148167469,87205418,18.632129
1996,Horror,191000000,338394142,147394142,90.583038
1996,Music,68000000,145666193,77666193,16.200661
1996,Mystery,340000000,754220741,414220741,84.419248
1996,Romance,390200000,1138737508,748537508,161.577515
1996,Science Fiction,561000000,1682312312,1121312312,129.10852200000002
1996,TV Movie,5000000,42000000,37000000,5.147819
1996,Thriller,1435600000,3231343823,1795743823,354.33590799999996
1996,War,73000000,332837243,259837243,27.159477000000003
1997,Action,1950716953,3907835003,1957118050,314.85359900000003
1997,Adventure,1449637731,3126796605,1677158874,227.86954000000006
1997,Animation,196500000,555458394,358958394,46.533428
1997,Comedy,880733628,3493951527,2613217899,297.44036200000005
1997,Crime,937866953,1781362865,843495912,209.63253600000002
1997,Drama,1576417125,4341636025,2765218900,430.9289700000001
1997,Family,361317731,827707901,466390170,78.387897
1997,Fantasy,490637731,1207106839,716469108,121.56663699999999
1997,History,136000000,218588031,82588031,16.646886
1997,Horror,431020000,966210365,535190365,121.715102
1997,Music,57000000,103566637,46566637,7.664352
1997,Mystery,665270000,1252118494,586848494,174.478199
1997,Romance,618550450,2953636310,2335085860,140.21164800000003
1997,Science Fiction,954750000,2344711522,1389961522,188.999156
1997,Thriller,2343170000,5487572989,3144402989,452.480673
1998,Action,1442537300,3251710633,1809173333,254.50007599999998
1998,Adventure,1248500000,2824630189,1576130189,203.34628800000002
1998,Animation,464000250,1364821358,900821108,99.863781
1998,Comedy,1404437550,3708288294,2303850744,403.57565600000004
1998,Crime,779866000,1563875037,784009037,196.08167799999998
1998,Documentary,891000,229000,-662000,0.179246
1998,Drama,1701560804,3674596473,1973035669,452.5578700000001
1998,Family,695000000,1719177796,1024177796,121.810648
1998,Fantasy,552000000,974237146,422237146,89.751154
1998,Foreign,1070000,570000,-500000,0.170074
1998,History,177000000,951435910,774435910,52.921496000000005
1998,Horror,338300000,484048880,145748880,114.236969
1998,Music,130070000,259487143,129417143,41.693138999999995
1998,Mystery,484060000,657408648,173348648,122.674097
1998,Romance,734800000,2273140804,1538340804,205.202277
1998,Science Fiction,815000000,1574006111,759006111,144.043112
1998,Thriller,1391803300,3066918482,1675115182,269.095562
1998,War,197010000,594685357,397675357,40.244935
1999,Action,1592000000,3372006222,1780006222,258.69238099999995
1999,Adventure,1185000000,3150845353,1965845353,174.69574699999995
1999,Animation,578000000,1505485381,927485381,77.795986
1999,Comedy,2019534302,4384523059,2364988757,465.199779
1999,Crime,811000000,2041632820,1230632820,189.70788499999998
1999,Documentary,2053648,500000,-1553648,2.691433
1999,Drama,2223984326,5357232183,3133247857,554.9826690000002
1999,Family,732000000,1708354519,976354519,126.123787
1999,Fantasy,948000000,1829778503,881778503,160.997533
1999,Foreign,7400005,22000135,14600130,0.238346
1999,History,60000000,66976317,6976317,9.471838
1999,Horror,468060000,847508783,379448783,129.90767200000002
1999,Music,86500000,95091685,8591685,21.047405
1999,Mystery,902060000,2578886717,1676826717,191.48089499999998
1999,Romance,812050001,2110027593,1297977592,203.93311500000007
1999,Science Fiction,1150000000,2607273982,1457273982,246.46747500000004
1999,Thriller,1394400000,2791772105,1397372105,302.557404
1999,War,110000000,88612976,-21387024,19.626039
1999,Western,208000000,222739777,14739777,16.94691
2000,Action,1728100000,3970220079,2242120079,302.02869099999987
2000,Adventure,1342500030,3647844621,2305344591,261.15593799999994
2000,Animation,580500030,1079109681,498609651,91.61853599999998
2000,Comedy,1799300030,4477587317,2678287287,388.6991090000001
2000,Crime,692020000,1823177767,1131157767,204.63621099999997
2000,Drama,1886870006,4342396382,2455526376,540.8878939999998
2000,Family,958500030,1750587118,792087088,141.44741
2000,Fantasy,592000000,1005171069,413171069,96.53359799999998
2000,Foreign,5400000,6023791,623791,1.477313
2000,History,170000000,286294342,116294342,26.239062
2000,Horror,368120000,595018115,226898115,102.79908900000001
2000,Music,183800000,375959054,192159054,72.464881
2000,Mystery,230000000,389936069,159936069,69.53408
2000,Romance,723500006,1913989566,1190489560,203.95246799999998
2000,Science Fiction,1020000000,1437332695,417332695,126.665439
2000,Thriller,1576970000,3383445424,1806475424,351.379064
2000,War,276000000,435360757,159360757,39.395911999999996
2000,Western,55000000,56932305,1932305,10.308442
2001,Action,2450697415,5133646031,2682948616,414.28576099999987
2001,Adventure,1561050000,5203635978,3642585978,314.2804540000001
2001,Animation,646500000,1833528976,1187028976,142.68374599999999
2001,Comedy,1818357759,4644284831,2825927072,438.692267
2001,Crime,1285500028,2681323374,1395823346,256.035347
2001,Documentary,36166397,22291080,-13875317,3.802972
2001,Drama,1634929000,3171148524,1536219524,470.542201
2001,Family,779000000,3319473693,2540473693,194.87328300000001
2001,Fantasy,835500000,3687498687,2851998687,228.66792100000004
2001,Foreign,500000,500000,0,0.233572
2001,History,333000000,755099395,422099395,43.944076
2001,Horror,231000000,601496520,370496520,80.13525100000001
2001,Music,127700000,295343612,167643612,33.536602
2001,Mystery,413000000,691261228,278261228,164.530598
2001,Romance,1333829344,3418131692,2084302348,303.83511799999997
2001,Science Fiction,908000000,1947610978,1039610978,144.593185
2001,Thriller,2046997415,4267652016,2220654601,393.78593000000006
2001,War,340000000,810940068,470940068,43.374272000000005
2001,Western,35000000,13678913,-21321087,10.855383
2002,Action,2487500000,6539061442,4051561442,475.79032299999994
2002,Adventure,1969000000,6030123677,4061123677,350.5301999999999
2002,Animation,509000000,1052401449,543401449,91.724031
2002,Comedy,1816650159,4514942237,2698292078,401.51080900000005
2002,Crime,1070300000,2506608458,1436308458,266.18198099999995
2002,Documentary,12040000,101294529,89254529,30.988756000000002
2002,Drama,2318969631,5395791666,3076822035,690.9440759999998
2002,Family,866000000,2549444251,1683444251,178.81072
2002,Fantasy,808934000,3490132645,2681198645,180.278218
2002,Foreign,4000000,6057862,2057862,2.342997
2002,History,424000000,604624951,180624951,52.210231
2002,Horror,385750000,1077331004,691581004,126.571892
2002,Music,82500000,425577417,343077417,28.947546
2002,Mystery,726000000,1906804744,1180804744,157.93778899999995
2002,Romance,791385631,1947907159,1156521528,292.20427699999993
2002,Science Fiction,1049000000,2780029285,1731029285,181.84210800000002
2002,Thriller,2220500000,4339026403,2118526403,500.988317
2002,War,331300000,375340315,44040315,54.94668
2002,Western,80000000,122563539,42563539,16.724836
2003,Action,2808456270,7712722417,4904266147,512.21281
2003,Adventure,1895000000,5446988849,3551988849,273.38461900000004
2003,Animation,262000000,1172296376,910296376,66.514766
2003,Comedy,1933411898,5226655557,3293243659,401.2643110000001
2003,Crime,959400000,2001235834,1041835834,264.08227899999997
2003,Documentary,13300218,26011409,12711191,8.864931
2003,Drama,1618850219,3066334394,1447484175,449.266873
2003,Family,617000000,2169509562,1552509562,131.670122
2003,Fantasy,914000000,3481275461,2567275461,197.66049999999998
2003,Foreign,2000000,33700,-1966300,1.188935
2003,History,309000000,625059004,316059004,40.971837
2003,Horror,253600000,694228817,440628817,110.51195700000001
2003,Music,74300000,250727059,176427059,39.083578
2003,Mystery,341000000,692724176,351724176,115.267562
2003,Romance,523911899,1378570403,854658504,150.04549299999996
2003,Science Fiction,1209000000,3097246123,1888246123,137.59589
2003,Thriller,2266800001,4787549905,2520749904,427.254254
2003,War,276000000,555341175,279341175,36.096306999999996
2003,Western,72000000,156619780,84619780,24.002355
2004,Action,2675250000,6113497470,3438247470,508.34337500000015
2004,Adventure,2629500000,7025478984,4395978984,380.3128710000001
2004,Animation,762000000,2987329662,2225329662,144.04733199999998
2004,Comedy,2404332258,5633474065,3229141807,619.1924910000002
2004,Crime,935950000,1894691736,958741736,260.972922
2004,Documentary,3015000,35256139,32241139,10.432422
2004,Drama,2312695800,5438217134,3125521334,656.4109570000003
2004,Family,1200500000,3958568057,2758068057,195.73360300000002
2004,Fantasy,1009200000,3698060840,2688860840,200.018217
2004,History,483839750,591312628,107472878,60.80522
2004,Horror,509300000,1307863884,798563884,172.06905600000002
2004,Music,196000000,358365934,162365934,66.318928
2004,Mystery,607050000,1443302107,836252107,141.669884
2004,Romance,1178200000,2466654154,1288454154,308.833226
2004,Science Fiction,993007000,2172770258,1179763258,217.03210800000005
2004,Thriller,1729687000,4155599242,2425912242,442.2095260000001
2004,War,630839750,1024276772,393437022,67.943496
2004,Western,245000000,133923411,-111076589,20.38161
2005,Action,2403949000,4657692986,2253743986,448.4920910000001
2005,Adventure,2339000000,6245698022,3906698022,379.963687
2005,Animation,420000000,1487990116,1067990116,90.592628
2005,Comedy,2480173714,5654074816,3173901102,535.2002219999999
2005,Crime,948949000,1779454893,830505893,286.50299
2005,Documentary,13300000,141514666,128214666,16.433495
2005,Drama,2891952393,6177482166,3285529773,794.170293
2005,Family,1524750000,4649731072,3124981072,294.89512
2005,Fantasy,1229000000,3483307958,2254307958,224.94789199999997
2005,Foreign,4323152,10233082,5909930,2.051602
2005,History,523500008,784030046,260530038,95.08820399999999
2005,Horror,640050000,1637782332,997732332,225.985466
2005,Music,138000000,371120029,233120029,39.372716
2005,Mystery,564975000,971678564,406703564,157.927098
2005,Romance,1156354206,2896271526,1739917320,291.91604000000007
2005,Science Fiction,911500000,2532063855,1620563855,149.319151
2005,Thriller,1799649000,4001342803,2201693803,483.53031000000004
2005,War,313500008,393988626,80488618,62.93654900000001
2005,Western,17000000,17084842,84842,18.505146
2006,Action,2710100003,6344691507,3634591504,445.1406159999999
2006,Adventure,2764300000,6931717484,4167417484,399.4031849999999
2006,Animation,1106200000,2714768826,1608568826,188.98056499999998
2006,Comedy,2426528878,6467633876,4041104998,634.641377
2006,Crime,1036125000,2088036984,1051911984,274.668278
2006,Documentary,15000000,120867586,105867586,27.199510999999998
2006,Drama,2962352208,5706915924,2744563716,883.1648470000002
2006,Family,1564000000,3737401739,2173401739,274.19752700000004
2006,Fantasy,1591700000,3912032922,2320332922,329.1353589999999
2006,Foreign,1333333,5333333,4000000,0.654216
2006,History,374000000,489167863,115167863,75.228843
2006,Horror,356200000,1038880126,682680126,163.32903200000004
2006,Music,64000000,162342508,98342508,27.564079
2006,Mystery,614165000,1469343498,855178498,162.57499399999998
2006,Romance,915883208,2081407540,1165524332,306.30454
2006,Science Fiction,940700000,1516432976,575732976,176.09167200000002
2006,Thriller,2764365000,5990813136,3226448136,595.401904
2006,War,337000000,743379960,406379960,110.371163
2006,Western,53000000,11692624,-41307376,24.329417
2007,Action,2550852313,6638255962,4087403649,424.50381300000004
2007,Adventure,2139802313,6693974932,4554172619,276.5393490000001
2007,Animation,938000000,3214534452,2276534452,119.565642
2007,Comedy,2452602313,6752404959,4299802646,521.8758460000001
2007,Crime,1313295000,2368032651,1054737651,361.521099
2007,Documentary,42000000,157975639,115975639,31.373903
2007,Drama,2328180151,5418826221,3090646070,747.4072450000001
2007,Family,1586000000,5393011987,3807011987,216.021449
2007,Fantasy,2105000000,6364204123,4259204123,245.19101400000005
2007,Foreign,34002313,13422222,-20580091,3.391818
2007,History,227200000,362033418,134833418,51.012145000000004
2007,Horror,768895000,2167764623,1398869623,299.25867400000016
2007,Music,323160000,957126219,633966219,87.150507
2007,Mystery,920810000,2917998970,1997188970,230.41971100000006
2007,Romance,793062500,2140820170,1347757670,244.48586899999998
2007,Science Fiction,710650000,1795624336,1084974336,125.38902300000001
2007,Thriller,2488375000,5217940543,2729565543,616.7473359999998
2007,War,77200000,40808453,-36391547,16.644979
2007,Western,88800000,87453271,-1346729,37.430289
2008,Action,3001863378,7860313118,4858449740,681.4223680000001
2008,Adventure,2755668200,6913779489,4158111289,487.322174
2008,Animation,872677699,2780871611,1908193912,129.173113
2008,Comedy,2474066429,6485919447,4011853018,597.948969
2008,Crime,1029030000,2875806720,1846776720,351.39490900000004
2008,Documentary,4900000,7705312,2805312,1.9013489999999997
2008,Drama,2679604407,6722586510,4042982103,951.9190959999999
2008,Family,1846928099,4491017710,2644089611,244.24836699999994
2008,Fantasy,1696250400,4088144304,2391893904,249.875452
2008,Foreign,19930000,17010000,-2920000,2.951917
2008,History,199792378,409885105,210092727,73.44015900000001
2008,Horror,127050000,401969398,274919398,86.626662
2008,Music,47200000,192553530,145353530,39.057622
2008,Mystery,518100000,1040001546,521901546,144.443308
2008,Romance,1261656800,4103146434,2841489634,383.16426199999995
2008,Science Fiction,1325200000,2463859102,1138659102,269.88765500000005
2008,Thriller,2047400000,5378062444,3330662444,593.6111159999997
2008,War,270500000,391610759,121110759,92.155829
2008,Western,20000000,20211394,211394,12.392754
2009,Action,2808804086,6710918136,3902114050,492.55604800000015
2009,Adventure,2862141880,8757020894,5894879014,409.51368699999995
2009,Animation,1185590235,3651961565,2466371330,174.07957000000005
2009,Comedy,2438799100,6941526578,4502727478,634.7743719999996
2009,Crime,927653567,2020904663,1093251096,283.6487369999999
2009,Documentary,20700000,18616185,-2083815,6.745010000000001
2009,Drama,2465274514,5603797238,3138522724,797.1706350000001
2009,Family,1909500000,5767159178,3857659178,264.877603
2009,Fantasy,1240057619,3561225022,2321167403,232.89064800000003
2009,Foreign,11289367,12981789,1692422,3.987239
2009,History,365000000,545520454,180520454,68.19736400000001
2009,Horror,363315739,1178699805,815384066,214.27751
2009,Music,322000000,964229990,642229990,53.6232
2009,Mystery,807906840,2175336597,1367429757,269.69510499999996
2009,Romance,1095284438,3325737195,2230452757,331.519106
2009,Science Fiction,2205000000,4848715607,2643715607,337.29336299999994
2009,Thriller,2107622654,4345898164,2238275510,561.255802
2009,War,214000000,576390480,362390480,48.098884000000005
2010,Action,3437486809,7527417062,4089930253,573.774827
2010,Adventure,3373500000,10168784372,6795284372,481.7651130000001
2010,Animation,1252100000,4330286832,3078186832,146.978151
2010,Comedy,3083450314,7521547348,4438097034,689.4911979999999
2010,Crime,922917686,1431304607,508386921,297.193364
2010,Documentary,26780000,128457046,101677046,31.936813
2010,Drama,2473265248,6349454563,3876189315,862.6087589999998
2010,Family,2452635000,8071733706,5619098706,273.855031
2010,Fantasy,2156000000,6379312963,4223312963,270.694837
2010,Foreign,3750000,5000000,1250000,0.597058
2010,History,122381809,540959065,418577256,39.930527
2010,Horror,351950000,1311883283,959933283,217.90888500000003
2010,Music,16400000,8895811,-7504189,21.24345
2010,Mystery,693787650,1938252805,1244465155,191.851698
2010,Romance,1356399000,3613922995,2257523995,336.93287199999986
2010,Science Fiction,1006150000,2996009013,1989859013,178.69185500000003
2010,Thriller,1930337650,4550278946,2619941296,529.0533340000001
2010,War,152200000,255443397,103243397,37.33957000000001
2010,Western,127000000,273903496,146903496,25.724376000000003
2011,Action,3668094609,9435792433,5767697824,638.513497
2011,Adventure,3338000000,10011289776,6673289776,390.102207
2011,Animation,1329000000,3825337077,2496337077,134.92516200000003
2011,Comedy,2855075528,7989251555,5134176027,694.6937179999996
2011,Crime,971536948,2277354003,1305817055,230.35017899999994
